259220	28	30	NUR	NUR
259220	0	31	ADM	NUR
259220	12	29	MED	NUR
259220	16	69	MED	PAT
259220	41	44	NUR	NUR
259220	31	34	NUR	NUR
259240	47	44	PAT	NUR
259240	12	71	MED	PAT
259240	0	31	ADM	NUR
259240	41	44	NUR	NUR
259240	31	34	NUR	NUR
259260	47	44	PAT	NUR
259260	12	71	MED	PAT
259260	41	44	NUR	NUR
259280	12	71	MED	PAT
259280	0	31	ADM	NUR
259280	24	31	NUR	NUR
259280	41	44	NUR	NUR
259280	31	34	NUR	NUR
259300	12	71	MED	PAT
259300	0	31	ADM	NUR
259300	0	24	ADM	NUR
259300	31	34	NUR	NUR
259320	12	71	MED	PAT
259320	0	31	ADM	NUR
259320	24	34	NUR	NUR
259320	0	24	ADM	NUR
259320	31	34	NUR	NUR
259340	12	71	MED	PAT
259340	0	31	ADM	NUR
259340	24	31	NUR	NUR
259340	24	34	NUR	NUR
259340	0	24	ADM	NUR
259340	31	34	NUR	NUR
259360	0	34	ADM	NUR
259360	24	34	NUR	NUR
259360	16	69	MED	PAT
259360	41	44	NUR	NUR
259360	31	34	NUR	NUR
259380	12	71	MED	PAT
259380	0	28	ADM	NUR
259380	24	34	NUR	NUR
259380	41	44	NUR	NUR
259400	12	71	MED	PAT
259400	24	34	NUR	NUR
259400	41	44	NUR	NUR
259420	12	71	MED	PAT
259420	24	34	NUR	NUR
259420	12	29	MED	NUR
259440	12	71	MED	PAT
259440	28	30	NUR	NUR
259440	24	34	NUR	NUR
259440	12	29	MED	NUR
259440	28	31	NUR	NUR
259440	28	34	NUR	NUR
259460	12	71	MED	PAT
259460	28	30	NUR	NUR
259460	24	34	NUR	NUR
259460	28	31	NUR	NUR
259460	28	34	NUR	NUR
259480	12	71	MED	PAT
259480	24	34	NUR	NUR
259480	16	69	MED	PAT
259480	41	44	NUR	NUR
259500	12	71	MED	PAT
259500	16	69	MED	PAT
259500	41	44	NUR	NUR
259520	12	71	MED	PAT
259520	41	44	NUR	NUR
259540	12	71	MED	PAT
259540	41	44	NUR	NUR
259560	12	71	MED	PAT
259560	30	3	NUR	ADM
259560	16	69	MED	PAT
259560	41	44	NUR	NUR
259580	12	71	MED	PAT
259580	31	3	NUR	ADM
259580	30	3	NUR	ADM
259580	16	69	MED	PAT
259580	30	31	NUR	NUR
259600	12	71	MED	PAT
259600	31	3	NUR	ADM
259600	30	3	NUR	ADM
259600	0	24	ADM	NUR
259600	31	34	NUR	NUR
259600	30	31	NUR	NUR
259620	12	71	MED	PAT
259620	0	31	ADM	NUR
259620	0	3	ADM	ADM
259620	31	3	NUR	ADM
259620	30	3	NUR	ADM
259620	24	34	NUR	NUR
259620	41	44	NUR	NUR
259620	0	30	ADM	NUR
259640	12	71	MED	PAT
259640	0	3	ADM	ADM
259640	31	3	NUR	ADM
259640	24	31	NUR	NUR
259640	41	55	NUR	PAT
259640	0	30	ADM	NUR
259660	12	71	MED	PAT
259660	30	3	NUR	ADM
259660	24	30	NUR	NUR
259660	0	30	ADM	NUR
259680	12	71	MED	PAT
259680	24	30	NUR	NUR
259700	12	71	MED	PAT
259700	30	3	NUR	ADM
259700	12	29	MED	NUR
259700	41	55	NUR	PAT
259700	0	30	ADM	NUR
259720	0	31	ADM	NUR
259720	0	3	ADM	ADM
259720	31	3	NUR	ADM
259720	30	3	NUR	ADM
259720	12	29	MED	NUR
259720	30	31	NUR	NUR
259720	0	30	ADM	NUR
259740	0	31	ADM	NUR
259740	31	3	NUR	ADM
259740	12	29	MED	NUR
259760	0	31	ADM	NUR
259760	0	3	ADM	ADM
259780	0	31	ADM	NUR
259780	0	3	ADM	ADM
259780	24	31	NUR	NUR
259800	0	31	ADM	NUR
259800	0	3	ADM	ADM
259800	24	31	NUR	NUR
259800	24	30	NUR	NUR
259800	41	44	NUR	NUR
259800	31	44	NUR	NUR
259820	0	31	ADM	NUR
259820	0	3	ADM	ADM
259820	0	44	ADM	NUR
259820	0	41	ADM	NUR
259820	41	44	NUR	NUR
259820	31	44	NUR	NUR
259840	0	31	ADM	NUR
259840	41	44	NUR	NUR
259860	30	41	NUR	NUR
259860	24	31	NUR	NUR
259860	24	41	NUR	NUR
259860	24	30	NUR	NUR
259860	41	44	NUR	NUR
259860	31	44	NUR	NUR
259880	0	3	ADM	ADM
259880	24	44	NUR	NUR
259880	41	44	NUR	NUR
259900	0	3	ADM	ADM
259900	24	31	NUR	NUR
259900	24	44	NUR	NUR
259920	0	3	ADM	ADM
259920	0	41	ADM	NUR
259920	29	41	NUR	NUR
259920	0	29	ADM	NUR
259920	0	24	ADM	NUR
259940	29	31	NUR	NUR
259940	0	44	ADM	NUR
259940	29	44	NUR	NUR
259940	3	41	ADM	NUR
259940	0	29	ADM	NUR
259940	41	44	NUR	NUR
259940	31	44	NUR	NUR
259940	31	41	NUR	NUR
259960	30	41	NUR	NUR
259960	29	44	NUR	NUR
259960	31	44	NUR	NUR
259980	30	41	NUR	NUR
259980	8	12	MED	MED
259980	30	31	NUR	NUR
259980	31	41	NUR	NUR
260000	30	41	NUR	NUR
260000	30	31	NUR	NUR
260000	31	41	NUR	NUR
260020	30	41	NUR	NUR
260020	29	44	NUR	NUR
260020	8	12	MED	MED
260020	31	44	NUR	NUR
260040	30	41	NUR	NUR
260040	29	44	NUR	NUR
260040	31	44	NUR	NUR
260040	30	31	NUR	NUR
260060	30	41	NUR	NUR
260060	31	3	NUR	ADM
260060	31	44	NUR	NUR
260080	30	41	NUR	NUR
260080	31	3	NUR	ADM
260080	41	44	NUR	NUR
260080	3	44	ADM	NUR
260100	30	41	NUR	NUR
260100	31	3	NUR	ADM
260140	30	41	NUR	NUR
260160	8	16	MED	MED
260160	30	41	NUR	NUR
